Thu Aug 26 03:20:21 2021,99,796,84,2
Thu Aug 26 03:20:21 2021,113,820,116,2
Thu Aug 26 03:20:21 2021,103,821,46,2
Thu Aug 26 03:20:21 2021,101,830,24,2
Thu Aug 26 03:20:21 2021,101,846,37,2
Thu Aug 26 03:20:21 2021,101,846,36,2
Thu Aug 26 03:20:21 2021,103,851,24,2
Thu Aug 26 03:20:21 2021,104,853,22,2
Thu Aug 26 03:20:21 2021,108,837,60,2
Thu Aug 26 03:20:21 2021,110,858,0,2
Thu Aug 26 03:20:21 2021,115,874,0,2
Thu Aug 26 03:20:22 2021,120,860,15,2
Thu Aug 26 03:20:22 2021,141,856,12,2
Thu Aug 26 03:20:22 2021,189,859,17,2
Thu Aug 26 03:20:22 2021,266,848,24,2
Thu Aug 26 03:20:22 2021,302,863,0,2
Thu Aug 26 03:20:22 2021,323,862,2,2
Thu Aug 26 03:20:22 2021,332,868,0,2
Thu Aug 26 03:20:22 2021,333,817,41,2
Thu Aug 26 03:20:22 2021,334,864,0,2
Thu Aug 26 03:20:22 2021,334,844,20,2
Thu Aug 26 03:20:22 2021,334,844,31,2
Thu Aug 26 03:20:22 2021,334,825,19,2
Thu Aug 26 03:20:22 2021,334,815,0,2
Thu Aug 26 03:20:22 2021,335,785,26,2
Thu Aug 26 03:20:22 2021,335,778,115,2
Thu Aug 26 03:20:22 2021,335,710,59,2
Thu Aug 26 03:20:22 2021,336,675,0,2
Thu Aug 26 03:20:22 2021,335,682,23,2
Thu Aug 26 03:20:22 2021,335,711,22,2
Thu Aug 26 03:20:23 2021,335,763,21,2
Thu Aug 26 03:20:23 2021,335,809,23,2
Thu Aug 26 03:20:23 2021,335,812,52,2
Thu Aug 26 03:20:23 2021,335,827,0,2
Thu Aug 26 03:20:23 2021,335,864,57,2
Thu Aug 26 03:20:23 2021,335,851,131,2
Thu Aug 26 03:20:23 2021,335,844,12,2
Thu Aug 26 03:20:23 2021,334,869,15,2
Thu Aug 26 03:20:23 2021,335,874,21,2
Thu Aug 26 03:20:23 2021,335,815,24,2
Thu Aug 26 03:20:23 2021,332,643,0,2
Thu Aug 26 03:20:23 2021,223,279,66,2
Thu Aug 26 03:20:23 2021,2,302,50,2
Thu Aug 26 03:20:23 2021,3,239,0,2
Thu Aug 26 03:20:23 2021,2,225,42,2
Thu Aug 26 03:20:23 2021,5,185,9,2
Thu Aug 26 03:20:23 2021,13,161,43,2
Thu Aug 26 03:20:23 2021,15,202,76,2
Thu Aug 26 03:20:23 2021,15,325,120,2
Thu Aug 26 03:20:23 2021,21,391,119,2
Thu Aug 26 03:20:24 2021,33,390,309,2
Thu Aug 26 03:20:24 2021,38,349,89,2
Thu Aug 26 03:20:24 2021,41,272,15,2
Thu Aug 26 03:20:24 2021,335,362,0,2
Thu Aug 26 03:20:24 2021,336,317,99,2
Thu Aug 26 03:20:24 2021,336,316,103,2
Thu Aug 26 03:20:24 2021,336,315,102,2
Thu Aug 26 03:20:24 2021,336,334,602,2
Thu Aug 26 03:20:24 2021,336,328,619,2
Thu Aug 26 03:20:24 2021,336,350,551,2
Thu Aug 26 03:20:24 2021,335,381,394,2
Thu Aug 26 03:20:24 2021,336,386,501,2
Thu Aug 26 03:20:24 2021,336,354,820,1
Thu Aug 26 03:20:24 2021,336,357,828,1
Thu Aug 26 03:20:24 2021,336,358,915,1
Thu Aug 26 03:20:24 2021,336,354,935,1
Thu Aug 26 03:20:24 2021,336,366,918,1
Thu Aug 26 03:20:24 2021,336,367,1010,1
Thu Aug 26 03:20:24 2021,336,364,737,1
Thu Aug 26 03:20:25 2021,336,345,1009,1
Thu Aug 26 03:20:25 2021,336,364,959,1
Thu Aug 26 03:20:25 2021,336,368,944,1
Thu Aug 26 03:20:25 2021,336,365,977,1
Thu Aug 26 03:20:25 2021,336,360,962,1
Thu Aug 26 03:20:25 2021,336,354,949,1
Thu Aug 26 03:20:25 2021,336,384,938,1
Thu Aug 26 03:20:25 2021,336,375,948,1
Thu Aug 26 03:20:25 2021,336,366,884,1
Thu Aug 26 03:20:25 2021,336,377,968,1
Thu Aug 26 03:20:25 2021,336,332,978,1
Thu Aug 26 03:20:25 2021,336,347,982,1
Thu Aug 26 03:20:25 2021,336,345,974,1
Thu Aug 26 03:20:25 2021,336,331,987,1
Thu Aug 26 03:20:25 2021,336,367,920,1
Thu Aug 26 03:20:25 2021,336,333,877,1
Thu Aug 26 03:20:25 2021,336,342,753,1
Thu Aug 26 03:20:25 2021,336,308,966,1
Thu Aug 26 03:20:25 2021,336,339,952,1
Thu Aug 26 03:20:25 2021,335,353,777,1
Thu Aug 26 03:20:26 2021,336,443,54,0
Thu Aug 26 03:20:26 2021,336,456,70,0
Thu Aug 26 03:20:26 2021,335,450,0,0
Thu Aug 26 03:20:26 2021,336,439,108,0
Thu Aug 26 03:20:26 2021,336,445,20,0
Thu Aug 26 03:20:26 2021,336,439,11,0
Thu Aug 26 03:20:26 2021,336,445,20,0
Thu Aug 26 03:20:26 2021,336,440,25,0
Thu Aug 26 03:20:26 2021,336,439,14,0
Thu Aug 26 03:20:26 2021,336,432,19,0
Thu Aug 26 03:20:26 2021,336,442,12,0
Thu Aug 26 03:20:26 2021,336,425,51,0
Thu Aug 26 03:20:26 2021,336,438,129,0
Thu Aug 26 03:20:26 2021,336,403,0,0
Thu Aug 26 03:20:26 2021,336,412,0,0
Thu Aug 26 03:20:26 2021,336,403,1,0
Thu Aug 26 03:20:26 2021,336,402,20,0
Thu Aug 26 03:20:26 2021,336,391,20,0
Thu Aug 26 03:20:26 2021,336,394,0,0
Thu Aug 26 03:20:26 2021,336,384,4,0
Thu Aug 26 03:20:27 2021,336,386,0,0
Thu Aug 26 03:20:27 2021,336,375,109,0
Thu Aug 26 03:20:27 2021,336,367,41,0
Thu Aug 26 03:20:27 2021,336,363,0,0
Thu Aug 26 03:20:27 2021,336,399,6,0
Thu Aug 26 03:20:27 2021,336,395,12,0
Thu Aug 26 03:20:27 2021,336,386,17,0
Thu Aug 26 03:20:27 2021,336,390,10,0
Thu Aug 26 03:20:27 2021,336,394,0,0
Thu Aug 26 03:20:27 2021,336,408,96,0
Thu Aug 26 03:20:27 2021,336,364,41,0
Thu Aug 26 03:20:27 2021,336,390,12,0
Thu Aug 26 03:20:27 2021,336,395,26,0
Thu Aug 26 03:20:27 2021,336,397,16,0
Thu Aug 26 03:20:27 2021,336,399,8,0
Thu Aug 26 03:20:27 2021,336,395,14,0
Thu Aug 26 03:20:27 2021,335,404,10,0
Thu Aug 26 03:20:27 2021,336,376,0,0
Thu Aug 26 03:20:27 2021,336,430,124,0
Thu Aug 26 03:20:28 2021,336,394,101,0
Thu Aug 26 03:20:28 2021,335,396,54,0
Thu Aug 26 03:20:28 2021,336,384,20,0
